sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_averageprice, dateyear, propertycategorisation, for_sale_both_auction_private_treaty_averageprice, datemonth, sa42016code, sa42016name, for_sale_both_auction_private_treaty_medianprice
300000.0,329060.7,2017,"House",368537.8,12,603,"South East",315000.0
245000.0,267938.4,2017,"House",291119.2,12,604,"West And North West",259000.0
345000.0,388356.3,2017,"House",399411.4,12,201,"Ballarat",345000.0
370000.0,417783.5,2017,"House",410675.9,12,202,"Bendigo",365000.0
501000.0,582265.4,2017,"House",540937.4,12,203,"Geelong",442893.5
330000.0,361157.6,2017,"House",382692.8,12,204,"Hume",355942.0
325000.0,361332.9,2017,"House",371726.8,12,205,"Latrobe - Gippsland",339000.0
1310000.0,1609493.0,2017,"House",1672725.0,12,206,"Melbourne - Inner",1100000.0
1564300.0,1853895.0,2017,"House",1720457.0,12,207,"Melbourne - Inner East",1400000.0
1370000.0,1598392.0,2017,"House",1426002.0,12,208,"Melbourne - Inner South",1192500.0
700000.0,789313.3,2017,"House",640063.5,12,209,"Melbourne - North East",540000.0
599999.5,669965.0,2017,"House",576514.1,12,210,"Melbourne - North West",517660.0
790000.0,860244.6,2017,"House",796158.8,12,211,"Melbourne - Outer East",700000.0
620013.0,751103.0,2017,"House",617189.2,12,212,"Melbourne - South East",536000.0
560000.0,630265.9,2017,"House",518744.8,12,213,"Melbourne - West",476160.0
661000.0,823115.4,2017,"House",809721.3,12,214,"Mornington Peninsula",630000.0
249000.0,273180.5,2017,"House",259072.2,12,215,"North West",235000.0
285000.0,315752.2,2017,"House",328386.4,12,216,"Shepparton",303226.5
308250.0,347997.1,2017,"House",384187.6,12,217,"Warrnambool And South West",320000.0
400500.0,464761.3,2017,"House",473013.4,12,501,"Bunbury",399000.0
385000.0,450581.8,2017,"House",442617.8,12,502,"Mandurah",375000.0
903000.0,1143780.0,2017,"House",1160461.0,12,503,"Perth - Inner",855000.0
460000.0,489852.8,2017,"House",480517.7,12,504,"Perth - North East",445468.0
530000.0,602427.2,2017,"House",555966.4,12,505,"Perth - North West",489000.0
475073.5,543473.8,2017,"House",517305.2,12,506,"Perth - South East",449990.0
500000.0,609490.6,2017,"House",546625.5,12,507,"Perth - South West",444612.5
310000.0,352549.9,2017,"House",379285.3,12,510,"Western Australia - Outback (North)",329000.0
330000.0,348075.1,2017,"House",355542.3,12,511,"Western Australia - Outback (South)",329000.0
343000.0,364726.1,2017,"House",404234.5,12,509,"Western Australia - Wheat Belt",350000.0
sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_averageprice, dateyear, propertycategorisation, for_sale_both_auction_private_treaty_averageprice, datemonth, sa42016code, sa42016name, for_sale_both_auction_private_treaty_medianprice
279500.0,301722.5,2018,"House",297112.2,12,406,"South Australia - Outback",260000.0
310000.0,343249.2,2018,"House",337728.4,12,407,"South Australia - South East",299000.0
432000.0,492724.0,2018,"House",500374.7,12,601,"Hobart",439000.0
315000.0,336945.6,2018,"House",363710.0,12,602,"Launceston And North East",329000.0
325000.0,365800.1,2018,"House",419226.7,12,603,"South East",348000.0
260000.0,283482.3,2018,"House",308939.1,12,604,"West And North West",278000.0
370000.0,417994.0,2018,"House",424612.4,12,201,"Ballarat",375000.0
380000.0,434541.1,2018,"House",432464.8,12,202,"Bendigo",379000.0
557500.0,639550.0,2018,"House",625420.1,12,203,"Geelong",526150.0
357250.0,389349.8,2018,"House",415356.0,12,204,"Hume",385000.0
348000.0,385431.5,2018,"House",406585.7,12,205,"Latrobe - Gippsland",375000.0
1190000.0,1442117.0,2018,"House",1668629.0,12,206,"Melbourne - Inner",1100000.0
1401000.0,1665570.0,2018,"House",1653157.0,12,207,"Melbourne - Inner East",1365000.0
1280000.0,1505281.0,2018,"House",1432247.0,12,208,"Melbourne - Inner South",1200000.0
705000.0,801385.2,2018,"House",706924.7,12,209,"Melbourne - North East",603195.0
622000.0,700883.5,2018,"House",638140.4,12,210,"Melbourne - North West",579595.0
769500.0,838461.1,2018,"House",822537.7,12,211,"Melbourne - Outer East",735000.0
650000.0,764407.4,2018,"House",672725.3,12,212,"Melbourne - South East",590000.0
597000.0,663541.3,2018,"House",583295.4,12,213,"Melbourne - West",544708.5
690000.0,867201.6,2018,"House",866357.7,12,214,"Mornington Peninsula",670000.0
260000.0,284790.7,2018,"House",267437.5,12,215,"North West",240000.0
302000.0,342514.1,2018,"House",343656.3,12,216,"Shepparton",320000.0
320000.0,362895.8,2018,"House",395698.8,12,217,"Warrnambool And South West",329000.0
387000.0,454970.4,2018,"House",474549.5,12,501,"Bunbury",399000.0
377050.0,429248.8,2018,"House",434380.1,12,502,"Mandurah",375000.0
915000.0,1131093.0,2018,"House",1191406.0,12,503,"Perth - Inner",895000.0
450000.0,485532.7,2018,"House",474861.3,12,504,"Perth - North East",430000.0
535000.0,595656.2,2018,"House",561486.0,12,505,"Perth - North West",490490.0
467000.0,537979.6,2018,"House",550432.3,12,506,"Perth - South East",441550.0
509995.0,608411.8,2018,"House",563805.8,12,507,"Perth - South West",449737.5
310000.0,340364.4,2018,"House",374996.8,12,510,"Western Australia - Outback (North)",329087.5
320000.0,333822.5,2018,"House",346164.6,12,511,"Western Australia - Outback (South)",319000.0
352500.0,383908.5,2018,"House",398093.2,12,509,"Western Australia - Wheat Belt",350000.0
670000.0,746779.1,2018,"House",747058.0,12,801,"Australian Capital Territory",669000.0
490000.0,537710.4,2018,"House",570374.2,12,101,"Capital Region",515000.0
640000.0,725430.0,2018,"House",701626.8,12,102,"Central Coast",629985.0
374750.0,401052.7,2018,"House",409257.5,12,103,"Central West",385000.0
458500.0,499277.8,2018,"House",547498.8,12,104,"Coffs Harbour - Grafton",495000.0
290000.0,311546.1,2018,"House",283382.4,12,105,"Far West And Orana",255000.0
451000.0,500339.4,2018,"House",501219.9,12,106,"Hunter Valley Exc Newcastle",465000.0
720000.0,796543.5,2018,"House",764470.9,12,107,"Illawarra",690000.0
469000.0,499804.7,2018,"House",528649.1,12,108,"Mid North Coast",489000.0
315500.0,353745.0,2018,"House",352236.3,12,109,"Murray",329000.0
325000.0,353887.4,2018,"House",353464.3,12,110,"New England And North West",319000.0
600000.0,672968.8,2018,"House",672714.9,12,111,"Newcastle And Lake Macquarie",590000.0
565000.0,663788.8,2018,"House",762557.6,12,112,"Richmond - Tweed",575000.0
339000.0,364854.2,2018,"House",362285.7,12,113,"Riverina",335000.0
625000.0,756212.6,2018,"House",769919.7,12,114,"Southern Highlands And Shoalhaven",635000.0
1200000.0,1301882.0,2018,"House",1204801.0,12,115,"Sydney - Baulkham Hills And Hawkesbury",1041000.0
735000.0,779335.3,2018,"House",774387.2,12,116,"Sydney - Blacktown",750000.0
1410000.0,1545468.0,2018,"House",1669380.0,12,117,"Sydney - City And Inner South",1450000.0
2510000.0,3286721.0,2018,"House",3812416.0,12,118,"Sydney - Eastern Suburbs",2450000.0
1040000.0,1155204.0,2018,"House",1157867.0,12,119,"Sydney - Inner South West",1000000.0
1655000.0,1845928.0,2018,"House",1868849.0,12,120,"Sydney - Inner West",1650000.0
1980000.0,2423878.0,2018,"House",2309610.0,12,121,"Sydney - North Sydney And Hornsby",1800000.0
1730000.0,2096138.0,2018,"House",2176523.0,12,122,"Sydney - Northern Beaches",1675000.0
655000.0,707293.1,2018,"House",716895.9,12,123,"Sydney - Outer South West",659000.0
670000.0,717879.3,2018,"House",726968.4,12,124,"Sydney - Outer West And Blue Mountains",670000.0
900000.0,993520.8,2018,"House",979749.1,12,125,"Sydney - Parramatta",888500.0
1580000.0,1772801.0,2018,"House",1776954.0,12,126,"Sydney - Ryde",1500000.0
765000.0,851831.3,2018,"House",985276.8,12,127,"Sydney - South West",739900.0
1160000.0,1327015.0,2018,"House",1317212.0,12,128,"Sydney - Sutherland",1149000.0
500000.0,537938.9,2018,"House",591271.1,12,701,"Darwin",549000.0
442000.0,463126.2,2018,"House",448789.4,12,702,"Northern Territory - Outback",425000.0
570000.0,651467.9,2018,"House",593741.3,12,301,"Brisbane - East",545000.0
580000.0,624519.4,2018,"House",614376.8,12,302,"Brisbane - North",579000.0
685000.0,753237.6,2018,"House",709643.5,12,303,"Brisbane - South",649000.0
705000.0,826903.5,2018,"House",885707.9,12,304,"Brisbane - West",699000.0
935000.0,1117044.0,2018,"House",1137570.0,12,305,"Brisbane Inner City",900000.0
395000.0,433169.2,2018,"House",461656.3,12,306,"Cairns",396049.0
304000.0,333558.2,2018,"House",352105.3,12,308,"Central Queensland",315000.0
267000.0,297429.5,2018,"House",307868.8,12,307,"Darling Downs - Maranoa",269000.0
625000.0,762447.0,2018,"House",820616.9,12,309,"Gold Coast",600000.0
400000.0,440121.7,2018,"House",419440.7,12,310,"Ipswich",399000.0
435000.0,490668.6,2018,"House",471538.6,12,311,"Logan - Beaudesert",425000.0
350000.0,379411.5,2018,"House",497641.8,12,312,"MacKay - Isaac - Whitsunday",368500.0
435000.0,492344.8,2018,"House",488404.3,12,313,"Moreton Bay - North",440000.0
500000.0,556049.2,2018,"House",546876.7,12,314,"Moreton Bay - South",499000.0
270000.0,305265.0,2018,"House",290843.2,12,315,"Queensland - Outback",250000.0
615000.0,733662.7,2018,"House",748449.2,12,316,"Sunshine Coast",585000.0
380000.0,427149.5,2018,"House",424874.0,12,317,"Toowoomba",389000.0
321750.0,349545.3,2018,"House",350133.1,12,318,"Townsville",325000.0
310000.0,332144.5,2018,"House",342149.0,12,319,"Wide Bay",315000.0
655000.0,766960.1,2018,"House",721838.4,12,401,"Adelaide - Central And Hills",595000.0
367000.0,384127.2,2018,"House",371535.3,12,402,"Adelaide - North",354000.0
463000.0,536310.4,2018,"House",501881.9,12,403,"Adelaide - South",439000.0
530000.0,572721.1,2018,"House",549732.3,12,404,"Adelaide - West",499000.0
290000.0,315820.5,2018,"House",285126.6,12,405,"Barossa - Yorke - Mid North",265000.0
sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_averageprice, dateyear, propertycategorisation, for_sale_both_auction_private_treaty_averageprice, datemonth, sa42016code, sa42016name, for_sale_both_auction_private_treaty_medianprice
680000.0,757181.1,2019,"House",753418.0,12,801,"Australian Capital Territory",669900.0
510000.0,560777.8,2019,"House",591965.2,12,101,"Capital Region",539000.0
620000.0,697127.8,2019,"House",683657.1,12,102,"Central Coast",600000.0
390000.0,419318.0,2019,"House",434863.9,12,103,"Central West",399000.0
475000.0,518895.8,2019,"House",559290.6,12,104,"Coffs Harbour - Grafton",499000.0
297500.0,309458.9,2019,"House",280004.8,12,105,"Far West And Orana",250000.0
462500.0,511705.0,2019,"House",499728.8,12,106,"Hunter Valley Exc Newcastle",470000.0
675000.0,749421.1,2019,"House",733173.0,12,107,"Illawarra",664400.0
470000.0,513197.8,2019,"House",527778.8,12,108,"Mid North Coast",491181.0
340000.0,381117.0,2019,"House",371632.9,12,109,"Murray",345390.5
320000.0,350360.3,2019,"House",358241.2,12,110,"New England And North West",324011.5
590000.0,662481.3,2019,"House",650953.5,12,111,"Newcastle And Lake Macquarie",580000.0
585000.0,678334.3,2019,"House",717310.7,12,112,"Richmond - Tweed",594500.0
350000.0,385465.1,2019,"House",376940.3,12,113,"Riverina",349000.0
601000.0,718696.4,2019,"House",770672.2,12,114,"Southern Highlands And Shoalhaven",649000.0
1160000.0,1254293.0,2019,"House",1151565.0,12,115,"Sydney - Baulkham Hills And Hawkesbury",975000.0
708500.0,742118.0,2019,"House",750084.9,12,116,"Sydney - Blacktown",715950.0
1407500.0,1555357.0,2019,"House",1784516.0,12,117,"Sydney - City And Inner South",1450000.0
2480000.0,3166344.0,2019,"House",4135687.0,12,118,"Sydney - Eastern Suburbs",2500000.0
960500.0,1087995.0,2019,"House",1096604.0,12,119,"Sydney - Inner South West",949000.0
1646500.0,1852297.0,2019,"House",1894270.0,12,120,"Sydney - Inner West",1600000.0
2000000.0,2396716.0,2019,"House",2490476.0,12,121,"Sydney - North Sydney And Hornsby",1820000.0
1738000.0,2073059.0,2019,"House",2285198.0,12,122,"Sydney - Northern Beaches",1700000.0
640000.0,682298.1,2019,"House",714241.4,12,123,"Sydney - Outer South West",655000.0
645000.0,684641.3,2019,"House",711673.1,12,124,"Sydney - Outer West And Blue Mountains",649900.0
860000.0,944513.8,2019,"House",963594.1,12,125,"Sydney - Parramatta",835000.0
1521050.0,1743914.0,2019,"House",1753735.0,12,126,"Sydney - Ryde",1410000.0
735000.0,792526.4,2019,"House",842687.4,12,127,"Sydney - South West",719000.0
1095000.0,1245382.0,2019,"House",1270381.0,12,128,"Sydney - Sutherland",1080000.0
480000.0,524755.6,2019,"House",572963.4,12,701,"Darwin",528500.0
407750.0,438280.5,2019,"House",447009.4,12,702,"Northern Territory - Outback",419000.0
565000.0,644330.3,2019,"House",605703.4,12,301,"Brisbane - East",549000.0
585000.0,635528.8,2019,"House",622919.3,12,302,"Brisbane - North",594400.0
686000.0,760434.5,2019,"House",714952.8,12,303,"Brisbane - South",650000.0
720000.0,841579.4,2019,"House",893794.6,12,304,"Brisbane - West",700000.0
960000.0,1136793.0,2019,"House",1192115.0,12,305,"Brisbane Inner City",950000.0
410000.0,447266.1,2019,"House",466883.4,12,306,"Cairns",400000.0
315000.0,344755.0,2019,"House",358012.0,12,308,"Central Queensland",319000.0
272500.0,304026.5,2019,"House",300712.4,12,307,"Darling Downs - Maranoa",269000.0
640000.0,788214.8,2019,"House",794419.8,12,309,"Gold Coast",603488.0
420000.0,457136.2,2019,"House",429950.6,12,310,"Ipswich",399000.0
450000.0,501253.3,2019,"House",470661.1,12,311,"Logan - Beaudesert",425000.0
360000.0,389081.4,2019,"House",408626.5,12,312,"MacKay - Isaac - Whitsunday",375000.0
450000.0,508779.3,2019,"House",502285.2,12,313,"Moreton Bay - North",450000.0
506125.0,552551.9,2019,"House",545989.9,12,314,"Moreton Bay - South",499000.0
245000.0,288899.2,2019,"House",404630.8,12,315,"Queensland - Outback",249750.0
620000.0,733035.3,2019,"House",727549.9,12,316,"Sunshine Coast",599000.0
385000.0,438350.0,2019,"House",479218.3,12,317,"Toowoomba",389601.0
320000.0,350269.8,2019,"House",350612.2,12,318,"Townsville",320764.5
315000.0,337269.2,2019,"House",348313.7,12,319,"Wide Bay",320000.0
658750.0,761265.8,2019,"House",733261.3,12,401,"Adelaide - Central And Hills",599000.0
375000.0,394115.2,2019,"House",379219.4,12,402,"Adelaide - North",365000.0
475000.0,538014.8,2019,"House",521170.3,12,403,"Adelaide - South",449000.0
530000.0,569083.5,2019,"House",561175.9,12,404,"Adelaide - West",500000.0
300000.0,324239.8,2019,"House",286676.1,12,405,"Barossa - Yorke - Mid North",268000.0
295000.0,328969.4,2019,"House",285893.6,12,406,"South Australia - Outback",250000.0
320000.0,357032.4,2019,"House",348164.6,12,407,"South Australia - South East",310000.0
465000.0,523196.0,2019,"House",535963.8,12,601,"Hobart",475000.0
330000.0,358605.2,2019,"House",386356.0,12,602,"Launceston And North East",349000.0
360000.0,401425.8,2019,"House",458037.4,12,603,"South East",395000.0
279000.0,304427.8,2019,"House",333037.4,12,604,"West And North West",295000.0
401050.0,455298.7,2019,"House",462518.3,12,201,"Ballarat",401972.5
400000.0,455679.8,2019,"House",457457.0,12,202,"Bendigo",395000.0
574500.0,662180.8,2019,"House",652225.8,12,203,"Geelong",549429.0
367500.0,400134.8,2019,"House",437892.1,12,204,"Hume",398464.0
365000.0,397615.7,2019,"House",427787.8,12,205,"Latrobe - Gippsland",390000.0
1230000.0,1475448.0,2019,"House",1663496.0,12,206,"Melbourne - Inner",1200000.0
1359000.0,1627276.0,2019,"House",1728107.0,12,207,"Melbourne - Inner East",1350000.0
1250000.0,1450527.0,2019,"House",1485848.0,12,208,"Melbourne - Inner South",1195000.0
699950.0,781354.8,2019,"House",685384.8,12,209,"Melbourne - North East",590000.0
620000.0,693734.1,2019,"House",792107.6,12,210,"Melbourne - North West",550000.0
745000.0,817460.6,2019,"House",806999.5,12,211,"Melbourne - Outer East",700000.0
640000.0,756278.9,2019,"House",646730.3,12,212,"Melbourne - South East",570000.0
595000.0,656205.3,2019,"House",580386.9,12,213,"Melbourne - West",540000.0
690000.0,862545.1,2019,"House",890357.7,12,214,"Mornington Peninsula",679000.0
275000.0,301070.9,2019,"House",275035.9,12,215,"North West",249000.0
320000.0,349234.1,2019,"House",361366.1,12,216,"Shepparton",335000.0
345000.0,395781.5,2019,"House",427551.1,12,217,"Warrnambool And South West",350000.0
390000.0,457419.8,2019,"House",465934.8,12,501,"Bunbury",399000.0
375000.0,433002.0,2019,"House",426454.1,12,502,"Mandurah",365000.0
880000.0,1087359.0,2019,"House",1179673.0,12,503,"Perth - Inner",899000.0
435000.0,468780.3,2019,"House",466932.5,12,504,"Perth - North East",419900.0
520000.0,578225.1,2019,"House",570121.3,12,505,"Perth - North West",479000.0
455000.0,524855.0,2019,"House",506062.9,12,506,"Perth - South East",429508.0
489500.0,590990.9,2019,"House",558393.8,12,507,"Perth - South West",444844.0
350000.0,381129.5,2019,"House",389453.2,12,510,"Western Australia - Outback (North)",345000.0
315000.0,342782.1,2019,"House",356072.7,12,511,"Western Australia - Outback (South)",315000.0
355000.0,383862.2,2019,"House",374705.2,12,509,"Western Australia - Wheat Belt",339000.0
sold_both_auction_private_treaty_medianprice, sold_both_auction_private_treaty_averageprice, dateyear, propertycategorisation, for_sale_both_auction_private_treaty_averageprice, datemonth, sa42016code, sa42016name, for_sale_both_auction_private_treaty_medianprice
735000.0,824995.8,2020,"House",785427.1,12,801,"Australian Capital Territory",695000.0
550000.0,595198.6,2020,"House",618476.3,12,101,"Capital Region",575000.0
680000.0,792027.4,2020,"House",723914.8,12,102,"Central Coast",640000.0
429000.0,460790.3,2020,"House",455100.7,12,103,"Central West",425000.0
516000.0,562759.6,2020,"House",576205.8,12,104,"Coffs Harbour - Grafton",525000.0
315000.0,325320.3,2020,"House",284138.4,12,105,"Far West And Orana",250000.0
485000.0,536170.1,2020,"House",518190.8,12,106,"Hunter Valley Exc Newcastle",489000.0
725000.0,820540.2,2020,"House",765683.6,12,107,"Illawarra",689000.0
498000.0,543885.8,2020,"House",548337.3,12,108,"Mid North Coast",507000.0
355000.0,406680.8,2020,"House",395820.3,12,109,"Murray",360000.0
340000.0,372036.5,2020,"House",366142.2,12,110,"New England And North West",330000.0
640000.0,732624.2,2020,"House",692573.6,12,111,"Newcastle And Lake Macquarie",600000.0
644875.0,775640.6,2020,"House",789347.5,12,112,"Richmond - Tweed",600000.0
371000.0,409330.6,2020,"House",398249.6,12,113,"Riverina",360000.0
675000.0,848558.7,2020,"House",831609.9,12,114,"Southern Highlands And Shoalhaven",670000.0
1215000.0,1284085.0,2020,"House",1177565.0,12,115,"Sydney - Baulkham Hills And Hawkesbury",980000.0
765000.0,794364.0,2020,"House",783936.1,12,116,"Sydney - Blacktown",750000.0
1538500.0,1747718.0,2020,"House",1816108.0,12,117,"Sydney - City And Inner South",1500000.0
2775000.0,3590229.0,2020,"House",4199366.0,12,118,"Sydney - Eastern Suburbs",2700000.0
1070000.0,1186606.0,2020,"House",1154684.0,12,119,"Sydney - Inner South West",995000.0
1800000.0,1997027.0,2020,"House",1985565.0,12,120,"Sydney - Inner West",1700000.0
2200000.0,2622570.0,2020,"House",2596205.0,12,121,"Sydney - North Sydney And Hornsby",1950000.0
1945000.0,2366666.0,2020,"House",2502099.0,12,122,"Sydney - Northern Beaches",1875000.0
670500.0,722863.3,2020,"House",739394.5,12,123,"Sydney - Outer South West",678300.0
685000.0,732659.8,2020,"House",739811.8,12,124,"Sydney - Outer West And Blue Mountains",675000.0
930000.0,1023462.0,2020,"House",1009442.0,12,125,"Sydney - Parramatta",869000.0
1700000.0,1951210.0,2020,"House",1880184.0,12,126,"Sydney - Ryde",1550000.0
760000.0,813801.1,2020,"House",824112.6,12,127,"Sydney - South West",721896.0
1212000.0,1398816.0,2020,"House",1341371.0,12,128,"Sydney - Sutherland",1150000.0
470000.0,514978.8,2020,"House",572943.5,12,701,"Darwin",525000.0
420000.0,440236.3,2020,"House",459740.2,12,702,"Northern Territory - Outback",419000.0
600000.0,691505.6,2020,"House",624887.0,12,301,"Brisbane - East",566500.0
626500.0,675089.6,2020,"House",645476.2,12,302,"Brisbane - North",600000.0
729000.0,801443.4,2020,"House",738594.8,12,303,"Brisbane - South",670000.0
760000.0,900457.7,2020,"House",892279.4,12,304,"Brisbane - West",745500.0
1025000.0,1238460.0,2020,"House",1263891.0,12,305,"Brisbane Inner City",1000000.0
412500.0,455325.4,2020,"House",487569.8,12,306,"Cairns",400000.0
333300.0,366625.3,2020,"House",368210.3,12,308,"Central Queensland",325000.0
280000.0,316172.9,2020,"House",304700.1,12,307,"Darling Downs - Maranoa",269000.0
685000.0,857060.6,2020,"House",838296.1,12,309,"Gold Coast",640000.0
445000.0,478920.3,2020,"House",435294.3,12,310,"Ipswich",400900.0
480000.0,531295.1,2020,"House",458097.3,12,311,"Logan - Beaudesert",425000.0
380000.0,409496.6,2020,"House",422398.2,12,312,"MacKay - Isaac - Whitsunday",379000.0
485000.0,543468.2,2020,"House",536119.3,12,313,"Moreton Bay - North",465000.0
530000.0,599761.2,2020,"House",558547.1,12,314,"Moreton Bay - South",500410.0
270000.0,305560.3,2020,"House",290934.0,12,315,"Queensland - Outback",250000.0
680000.0,837385.6,2020,"House",771701.5,12,316,"Sunshine Coast",629000.0
395000.0,445733.9,2020,"House",480883.9,12,317,"Toowoomba",395000.0
339000.0,368437.3,2020,"House",354637.4,12,318,"Townsville",330000.0
332250.0,360011.9,2020,"House",387613.9,12,319,"Wide Bay",330000.0
655555.0,769771.4,2020,"House",740744.5,12,401,"Adelaide - Central And Hills",599000.0
383334.0,399406.0,2020,"House",386782.9,12,402,"Adelaide - North",374267.0
487750.0,554682.8,2020,"House",535860.2,12,403,"Adelaide - South",465000.0
552000.0,612625.2,2020,"House",581930.3,12,404,"Adelaide - West",520000.0
306000.0,332617.1,2020,"House",293449.6,12,405,"Barossa - Yorke - Mid North",269534.5
290000.0,322797.9,2020,"House",285761.1,12,406,"South Australia - Outback",250000.0
330000.0,371681.4,2020,"House",352246.0,12,407,"South Australia - South East",311739.5
502000.0,566907.9,2020,"House",574692.4,12,601,"Hobart",498000.0
362500.0,402218.3,2020,"House",422412.1,12,602,"Launceston And North East",375000.0
400000.0,440980.4,2020,"House",490026.0,12,603,"South East",425000.0
305000.0,334159.4,2020,"House",347980.4,12,604,"West And North West",309000.0
439900.0,504407.0,2020,"House",499620.3,12,201,"Ballarat",440000.0
450000.0,514990.8,2020,"House",505058.3,12,202,"Bendigo",430000.0
625000.0,752247.1,2020,"House",673823.8,12,203,"Geelong",554902.5
399000.0,441325.1,2020,"House",481254.4,12,204,"Hume",425000.0
